fips_code,population_estimate_2020,population_estimate_2021,population_estimate_2022,population_estimate_2022
17015,15672.0,15702.0,15579.0,15526.0
17017,12991.0,12790.0,12638.0,12596.0
17019,205654.0,206605.0,206169.0,205644.0
17021,33960.0,33703.0,33390.0,33228.0
17023,15429.0,15352.0,15160.0,15088.0
17025,13273.0,13163.0,13077.0,12999.0
17027,36901.0,36882.0,36937.0,36785.0
17029,46760.0,46802.0,46346.0,46060.0
17031,5263608.0,5180919.0,5111566.0,5087072.0
17033,18651.0,18684.0,18495.0,18300.0
17035,10433.0,10352.0,10308.0,10261.0
17037,100269.0,100482.0,100223.0,100288.0
17039,15461.0,15403.0,15365.0,15365.0
17041,19764.0,19694.0,19667.0,19629.0
17043,931317.0,926848.0,921664.0,921213.0
17045,16786.0,16576.0,16385.0,16334.0
17047,6208.0,6084.0,6058.0,5968.0
17049,34703.0,34508.0,34300.0,34331.0
17051,21490.0,21438.0,21270.0,21164.0
17053,13513.0,13479.0,13256.0,13250.0
17055,37697.0,37459.0,37215.0,37138.0
17057,33487.0,33275.0,32935.0,32541.0
17059,4935.0,4895.0,4823.0,4670.0
17061,11936.0,11847.0,11640.0,11543.0
17063,52516.0,52959.0,53149.0,53578.0
17065,7999.0,7913.0,7981.0,7911.0
17067,17543.0,17376.0,17254.0,17186.0
17069,3642.0,3635.0,3572.0,3569.0
17071,6335.0,6306.0,6168.0,6088.0
17073,49167.0,48911.0,48596.0,48448.0
17075,26984.0,26775.0,26493.0,26136.0
17077,52891.0,52604.0,52477.0,52141.0
17079,9241.0,9193.0,9172.0,9144.0
17081,36995.0,36889.0,36419.0,36320.0
17083,21494.0,21349.0,21191.0,21091.0
17085,22057.0,21972.0,21845.0,21756.0
17087,13318.0,13472.0,13391.0,13326.0
17089,516181.0,516292.0,514139.0,514982.0
17091,107264.0,106605.0,105998.0,105940.0
17093,132355.0,135015.0,137494.0,139976.0
17095,49790.0,49310.0,48620.0,48411.0
17097,713281.0,712570.0,709899.0,708760.0
17099,109410.0,109160.0,108181.0,108309.0
17101,15268.0,15228.0,14891.0,14813.0
17103,34062.0,34195.0,33938.0,33654.0
17105,35792.0,35769.0,35517.0,35320.0
17107,27912.0,27979.0,27666.0,27590.0
17109,27100.0,26880.0,26914.0,26839.0
17111,309882.0,311543.0,311558.0,312800.0
17113,170949.0,171109.0,170918.0,170441.0
17115,103752.0,102597.0,101333.0,100591.0
17117,44856.0,44492.0,44123.0,44018.0
17119,265643.0,264867.0,263572.0,262752.0
17121,37652.0,37379.0,36905.0,36673.0
17123,11717.0,11668.0,11671.0,11683.0
17125,13058.0,12830.0,12699.0,12523.0
17127,14133.0,13946.0,13827.0,13661.0
17129,12270.0,12167.0,12072.0,11954.0
17131,15632.0,15580.0,15533.0,15487.0
17133,34953.0,35004.0,35001.0,34957.0
17135,28202.0,28082.0,27901.0,27663.0
17137,32845.0,32646.0,32298.0,32140.0
17139,14481.0,14561.0,14375.0,14342.0
17141,51692.0,51464.0,51345.0,51265.0
17143,181319.0,179638.0,178000.0,177513.0
17145,20886.0,21014.0,20512.0,20503.0
17147,16681.0,16757.0,16675.0,16714.0
17149,14640.0,14621.0,14499.0,14342.0
17151,3754.0,3758.0,3746.0,3707.0
17153,5160.0,5075.0,4950.0,4911.0
17155,5630.0,5588.0,5553.0,5561.0
17157,30090.0,30204.0,30026.0,29815.0
17159,15790.0,15767.0,15555.0,15488.0
17161,144360.0,142923.0,141559.0,141236.0
17163,256844.0,254958.0,252265.0,251018.0
17165,23690.0,23316.0,23052.0,22873.0
17167,196144.0,195371.0,194151.0,193491.0
17169,6868.0,6831.0,6753.0,6733.0
17171,4941.0,4849.0,4771.0,4710.0
17173,20919.0,20862.0,20710.0,20568.0
17175,5382.0,5284.0,5313.0,5218.0
17177,44503.0,44062.0,43556.0,43105.0
17179,131086.0,130412.0,129610.0,129541.0
17181,17184.0,16921.0,16772.0,16667.0
17183,74009.0,73164.0,72103.0,71652.0
17185,11318.0,11208.0,11040.0,10942.0
17187,16821.0,16585.0,16360.0,16185.0
17189,13723.0,13640.0,13623.0,13536.0
17191,16126.0,15956.0,15843.0,15761.0
17193,13808.0,13758.0,13595.0,13401.0
17195,55565.0,55302.0,54555.0,54498.0
17197,696826.0,699176.0,698046.0,700728.0
17199,67114.0,66883.0,66544.0,66706.0
17201,284916.0,283333.0,281542.0,280922.0
17203,38413.0,38220.0,38177.0,38285.0
18001,35849.0,35991.0,36151.0,36288.0
18003,386103.0,389163.0,391644.0,394545.0
18005,82218.0,82729.0,83394.0,84003.0
18007,8715.0,8686.0,8672.0,8729.0
18009,12105.0,12041.0,11919.0,11893.0
18011,71137.0,73080.0,74309.0,76120.0
18013,15485.0,15592.0,15587.0,15653.0
18015,20339.0,20525.0,20514.0,20525.0
18017,37786.0,37558.0,37537.0,37666.0
18019,121360.0,122895.0,124222.0,125467.0
18021,26427.0,26394.0,26410.0,26460.0
18023,33178.0,32983.0,32769.0,32730.0
18025,10524.0,10491.0,10517.0,10438.0
18027,33357.0,33396.0,33496.0,33656.0
18029,50750.0,50875.0,50900.0,51215.0
18031,26474.0,26353.0,26454.0,26399.0
18033,43292.0,43395.0,43813.0,44198.0
18035,111762.0,112057.0,112163.0,112321.0
18037,43642.0,43565.0,43492.0,43546.0
18039,206991.0,207054.0,206873.0,206409.0
18041,23359.0,23381.0,23389.0,23362.0
18043,80519.0,80595.0,80621.0,80809.0
18045,16492.0,16480.0,16620.0,16731.0
18047,22788.0,22889.0,23083.0,23096.0
18049,20469.0,20412.0,20368.0,20358.0
18051,33049.0,32965.0,33002.0,32904.0
18053,66507.0,66188.0,65993.0,66200.0
18055,30793.0,30862.0,31071.0,31196.0
18057,348996.0,357620.0,365463.0,371645.0
18059,80180.0,81891.0,83117.0,86166.0
18061,39676.0,39805.0,39790.0,40006.0
18063,175596.0,179800.0,183119.0,186387.0
18065,48903.0,49024.0,48815.0,48929.0
18067,83589.0,83650.0,83546.0,83831.0
18069,36646.0,36788.0,36800.0,36781.0
18071,46479.0,46224.0,46230.0,46460.0
18073,32908.0,33165.0,33345.0,33535.0
18075,20474.0,20282.0,20118.0,20032.0
18077,33100.0,33117.0,32936.0,33056.0
18079,27580.0,27513.0,27484.0,27622.0
18081,162237.0,164394.0,165686.0,167819.0
18083,36256.0,35976.0,35876.0,36070.0
18085,80141.0,80237.0,80564.0,80364.0
18087,40542.0,40527.0,40854.0,40907.0
18089,498957.0,499257.0,499657.0,500598.0
18091,112270.0,112513.0,111822.0,111706.0
18093,45016.0,45066.0,45231.0,45084.0
18095,130167.0,130841.0,131383.0,132504.0
18097,976659.0,971543.0,969223.0,968460.0
18099,46071.0,46160.0,46378.0,46352.0
18101,9809.0,9804.0,9827.0,9897.0
18103,35906.0,35999.0,35546.0,35402.0
18105,139585.0,140176.0,139621.0,139342.0
18107,37935.0,38057.0,38319.0,38573.0
18109,71836.0,72275.0,72260.0,73227.0
18111,13799.0,13820.0,13839.0,13960.0
18113,47460.0,47392.0,47234.0,47430.0
18115,5928.0,5994.0,6097.0,6004.0
18117,19850.0,19806.0,19601.0,19638.0
18119,21318.0,21514.0,21487.0,21532.0
18121,16150.0,16486.0,16367.0,16484.0
18123,19155.0,19334.0,19207.0,19209.0
18125,12249.0,12170.0,12143.0,12106.0
18127,173318.0,174551.0,174848.0,175335.0
18129,25185.0,25165.0,25098.0,25040.0
18131,12515.0,12360.0,12449.0,12385.0
18133,36689.0,37043.0,37294.0,37567.0
18135,24415.0,24409.0,24350.0,24216.0
18137,28980.0,29015.0,29030.0,29227.0
18139,16763.0,16679.0,16672.0,16847.0
18141,272682.0,272286.0,272282.0,272848.0
18143,24377.0,24422.0,24500.0,24657.0
18145,45060.0,45101.0,45189.0,45231.0
18147,19833.0,19841.0,19849.0,19910.0
18149,23396.0,23373.0,23203.0,23206.0
18151,34441.0,34702.0,34772.0,34917.0
18153,20812.0,20777.0,20671.0,20757.0
18155,9748.0,9869.0,10009.0,10019.0
18157,186387.0,187423.0,188237.0,188792.0
18159,15392.0,15394.0,15325.0,15256.0
18161,7082.0,7018.0,6967.0,6973.0
18163,180336.0,180165.0,179563.0,179810.0
18165,15409.0,15435.0,15433.0,15417.0
18167,106130.0,106116.0,106082.0,106153.0
18169,30934.0,30893.0,30842.0,30670.0
18171,8423.0,8449.0,8488.0,8518.0
18173,63996.0,64657.0,65231.0,65867.0
18175,28238.0,28138.0,28171.0,28205.0
18177,66507.0,66435.0,66216.0,66127.0
18179,28155.0,28154.0,28298.0,28555.0
18181,24673.0,24643.0,24660.0,24917.0
18183,34329.0,34470.0,34577.0,34742.0
19001,7493.0,7524.0,7457.0,7389.0
19003,3709.0,3638.0,3601.0,3544.0
19005,14071.0,13968.0,14018.0,14074.0
19007,12287.0,12269.0,12141.0,12119.0
19009,5683.0,5645.0,5575.0,5534.0
19011,25549.0,25738.0,25742.0,25796.0
19013,131044.0,130576.0,130052.0,130471.0
19015,26698.0,26761.0,26579.0,26590.0
19017,25011.0,25118.0,25254.0,25307.0
19019,20605.0,20703.0,20689.0,20691.0
19021,20806.0,20790.0,20644.0,20567.0
19023,14333.0,14348.0,14246.0,14172.0
19025,9900.0,9895.0,9725.0,9763.0
19027,20726.0,20740.0,20541.0,20522.0
19029,13123.0,13089.0,13137.0,13130.0
19031,18495.0,18436.0,18353.0,18302.0
19033,43022.0,42761.0,42426.0,42406.0
19035,11656.0,11535.0,11490.0,11605.0
19037,11988.0,11883.0,11728.0,11658.0
19039,9737.0,9756.0,9643.0,9588.0
19041,16336.0,16454.0,16507.0,16511.0
19043,17033.0,17053.0,17057.0,16969.0
19045,46427.0,46483.0,46255.0,46158.0
19047,16484.0,16232.0,16129.0,16013.0
19049,100536.0,104174.0,108146.0,111092.0
19051,9111.0,9150.0,9147.0,9169.0
19053,7606.0,7668.0,7695.0,7665.0
19055,17458.0,17553.0,17607.0,17600.0
19057,38823.0,38506.0,38242.0,38253.0
19059,17767.0,17868.0,18048.0,18056.0
19061,99308.0,98854.0,98715.0,98887.0
19063,9347.0,9334.0,9214.0,9229.0
19065,19445.0,19295.0,19266.0,19210.0
19067,15604.0,15465.0,15348.0,15326.0
19069,10002.0,9952.0,9946.0,9875.0
19071,6566.0,6583.0,6475.0,6458.0
19073,8752.0,8724.0,8710.0,8584.0
19075,12333.0,12358.0,12355.0,12384.0
19077,10612.0,10588.0,10681.0,10722.0
19079,15008.0,14863.0,14803.0,14729.0
19081,10754.0,10680.0,10651.0,10615.0
19083,16828.0,16702.0,16614.0,16463.0
19085,14569.0,14690.0,14680.0,14670.0
19087,20447.0,20382.0,20253.0,19547.0
19089,9489.0,9496.0,9509.0,9376.0
19091,9599.0,9630.0,9521.0,9500.0
19093,7022.0,6969.0,6905.0,6833.0
19095,16658.0,16586.0,16497.0,16381.0
19097,19455.0,19399.0,19346.0,19342.0
19099,37810.0,37874.0,37949.0,37919.0
19101,15694.0,15781.0,15668.0,15440.0
19103,153056.0,155035.0,156915.0,157528.0
19105,20653.0,20826.0,20949.0,20900.0
19107,10004.0,9902.0,9883.0,9914.0
19109,14799.0,14515.0,14465.0,14396.0
19111,33533.0,33257.0,32829.0,32565.0
19113,230419.0,229445.0,228940.0,228972.0
19115,10814.0,10724.0,10617.0,10513.0
19117,8618.0,8706.0,8702.0,8747.0
19119,11930.0,12040.0,12177.0,12324.0
19121,16629.0,16793.0,17040.0,16971.0
19123,22160.0,21974.0,21971.0,21874.0
19125,33414.0,33441.0,33630.0,33770.0
19127,40096.0,39913.0,39821.0,40014.0
19129,14398.0,14467.0,14535.0,14633.0
19131,10597.0,10563.0,10544.0,10518.0
19133,8742.0,8598.0,8506.0,8493.0
19135,7593.0,7581.0,7530.0,7504.0
19137,10333.0,10316.0,10210.0,10139.0
19139,43143.0,42674.0,42395.0,42218.0
19141,14150.0,14044.0,14085.0,14012.0
19143,6198.0,6170.0,6072.0,5978.0
19145,15190.0,15220.0,15176.0,15014.0
19147,8986.0,8923.0,8790.0,8810.0
19149,25692.0,25731.0,25722.0,25722.0
19151,7065.0,7039.0,7073.0,6976.0
19153,493022.0,497842.0,501184.0,505255.0
19155,93669.0,93410.0,93065.0,93179.0
19157,18631.0,18624.0,18518.0,18453.0
19159,4639.0,4632.0,4688.0,4642.0
19161,9799.0,9768.0,9689.0,9686.0
19163,174609.0,174225.0,173751.0,174270.0
19165,11735.0,11780.0,11711.0,11806.0
19167,35885.0,35959.0,36127.0,36246.0
19169,98649.0,99679.0,98257.0,98566.0
19171,17081.0,16898.0,16943.0,16833.0
19173,5862.0,5866.0,5875.0,5924.0
19175,12132.0,12049.0,11903.0,11906.0
19177,7222.0,7258.0,7252.0,7266.0
19179,35326.0,35295.0,35081.0,35166.0
19181,52591.0,53485.0,54303.0,55205.0
19183,22542.0,22522.0,22542.0,22560.0
19185,6512.0,6531.0,6490.0,6557.0
19187,36996.0,37170.0,36652.0,36485.0
19189,10662.0,10661.0,10639.0,10571.0
19191,20045.0,19935.0,19902.0,19815.0
19193,105912.0,105749.0,105558.0,105951.0
19195,7436.0,7377.0,7311.0,7297.0
19197,12916.0,12813.0,12695.0,12656.0
20001,12533.0,12498.0,12489.0,12412.0
20003,7839.0,7807.0,7798.0,7838.0
20005,16328.0,16236.0,16053.0,16016.0
20007,4198.0,4099.0,4124.0,4071.0
20009,25427.0,25263.0,25058.0,24899.0
20011,14335.0,14326.0,14443.0,14408.0
20013,9472.0,9446.0,9373.0,9250.0
20015,67391.0,67976.0,68289.0,68632.0
20017,2571.0,2604.0,2568.0,2579.0
20019,3386.0,3389.0,3387.0,3347.0
20021,19309.0,19186.0,19025.0,19054.0
20023,2614.0,2637.0,2618.0,2636.0
20025,1979.0,1958.0,1939.0,1847.0
20027,8121.0,8090.0,8041.0,8007.0
20029,9009.0,8954.0,8934.0,8854.0
20031,8357.0,8337.0,8252.0,8251.0
20033,1678.0,1663.0,1690.0,1655.0
20035,34534.0,34624.0,34423.0,34157.0
20037,38948.0,39028.0,39145.0,38764.0
20039,2759.0,2766.0,2689.0,2712.0
20041,18373.0,18465.0,18355.0,18445.0
20043,7474.0,7456.0,7475.0,7493.0
20045,118784.0,119493.0,120007.0,120553.0
20047,2884.0,2802.0,2760.0,2733.0
20049,2482.0,2439.0,2448.0,2467.0
20051,28948.0,28850.0,28840.0,28810.0
20053,6369.0,6324.0,6383.0,6357.0
20055,38304.0,38079.0,37639.0,37466.0
20057,34215.0,34186.0,33924.0,33980.0
20059,26000.0,26002.0,25959.0,26125.0
20061,36760.0,36116.0,35529.0,35047.0
20063,2714.0,2747.0,2742.0,2735.0
20065,2403.0,2400.0,2397.0,2376.0
20067,7326.0,7333.0,7250.0,7147.0
20069,5647.0,5664.0,5711.0,5743.0
20071,1274.0,1282.0,1232.0,1181.0
20073,5977.0,5921.0,5908.0,5870.0
20075,2487.0,2478.0,2452.0,2437.0
20077,5472.0,5355.0,5400.0,5435.0
20079,33986.0,33788.0,33671.0,33504.0
20081,3760.0,3652.0,3595.0,3630.0
20083,1737.0,1724.0,1697.0,1655.0
20085,13239.0,13263.0,13292.0,13368.0
20087,18323.0,18429.0,18354.0,18327.0
20089,2927.0,2942.0,2885.0,2847.0
20091,611149.0,614889.0,619091.0,622237.0
20093,3962.0,3897.0,3865.0,3823.0
20095,7425.0,7291.0,7174.0,7066.0
20097,2455.0,2409.0,2405.0,2374.0
20099,20170.0,19914.0,19702.0,19728.0
20101,1568.0,1561.0,1544.0,1529.0
20103,81966.0,82398.0,82922.0,83518.0
20105,2949.0,2910.0,2911.0,2920.0
20107,9587.0,9740.0,9777.0,9860.0
20109,2739.0,2710.0,2703.0,2665.0
20111,32113.0,32028.0,32031.0,32172.0
20113,30184.0,30164.0,30063.0,30091.0
20115,11793.0,11750.0,11783.0,11690.0
20117,10023.0,10021.0,9992.0,9933.0
20119,4061.0,3997.0,3913.0,3911.0
20121,34224.0,34641.0,34791.0,35320.0
20123,5773.0,5744.0,5730.0,5719.0
20125,31404.0,31181.0,30853.0,30568.0
20127,5369.0,5386.0,5400.0,5334.0
20129,2700.0,2671.0,2601.0,2580.0
20131,10262.0,10226.0,10164.0,10114.0
20133,15905.0,15787.0,15583.0,15420.0
20135,2673.0,2651.0,2657.0,2618.0
20137,5453.0,5369.0,5325.0,5330.0
20139,15741.0,15752.0,15705.0,15824.0
20141,3490.0,3485.0,3481.0,3427.0
20143,5729.0,5830.0,5806.0,5818.0
20145,6256.0,6247.0,6188.0,6126.0
20147,4961.0,4819.0,4783.0,4761.0
20149,25411.0,25873.0,26292.0,26382.0
20151,9143.0,9168.0,9073.0,9082.0
20153,2572.0,2558.0,2523.0,2463.0
20155,61878.0,61499.0,61552.0,61497.0
20157,4664.0,4688.0,4653.0,4627.0
20159,9389.0,9389.0,9370.0,9260.0
20161,72016.0,71871.0,71563.0,71402.0
20163,4893.0,4865.0,4810.0,4778.0
20165,2938.0,2928.0,2941.0,2830.0
20167,6678.0,6697.0,6733.0,6723.0
20169,54254.0,53827.0,53389.0,53098.0
20171,5139.0,5121.0,5007.0,4922.0
20173,524821.0,524423.0,525368.0,528469.0
20175,21857.0,21763.0,21345.0,21067.0
20177,178709.0,178403.0,177537.0,177746.0
20179,2445.0,2451.0,2439.0,2423.0
20181,5897.0,5932.0,5876.0,5844.0
20183,3567.0,3573.0,3572.0,3590.0
20185,4049.0,4008.0,3971.0,3909.0
20187,2084.0,2045.0,1967.0,1901.0
20189,5243.0,5302.0,5166.0,5077.0
20191,22328.0,22327.0,22359.0,22334.0
20193,7932.0,7948.0,7908.0,7865.0
20195,2803.0,2788.0,2746.0,2731.0
20197,6891.0,6970.0,7009.0,7057.0
20199,1512.0,1513.0,1493.0,1509.0
20201,5530.0,5525.0,5493.0,5504.0
20203,2149.0,2080.0,2078.0,2082.0
20205,8582.0,8520.0,8554.0,8382.0
20207,3099.0,3084.0,3117.0,3115.0
20209,168914.0,167262.0,165626.0,165281.0
21001,18883.0,18966.0,19097.0,19264.0
21003,20574.0,20839.0,21283.0,21788.0
21005,23883.0,24084.0,24273.0,24613.0
21007,7713.0,7687.0,7642.0,7582.0
21009,44505.0,44598.0,44872.0,45008.0
21011,12716.0,12795.0,12828.0,12975.0
21013,23984.0,23834.0,23611.0,23317.0
21015,136468.0,137747.0,139045.0,140496.0
21017,20286.0,20224.0,20109.0,20134.0
21019,48206.0,47757.0,48059.0,47826.0
21021,30753.0,30604.0,30851.0,30988.0
21023,8400.0,8440.0,8435.0,8426.0
21025,13693.0,13546.0,13358.0,12953.0
21027,20447.0,20687.0,20961.0,21124.0
21029,82366.0,83073.0,83774.0,84863.0
21031,12316.0,12302.0,12365.0,12375.0
21033,12635.0,12678.0,12608.0,12551.0
21035,37596.0,37896.0,38093.0,38280.0
21037,93127.0,92828.0,93272.0,93702.0
21039,4807.0,4761.0,4719.0,4704.0
21041,10825.0,10896.0,10939.0,10987.0
21043,26609.0,26430.0,26343.0,26366.0
21045,15918.0,15940.0,15911.0,15918.0
21047,72762.0,73180.0,72286.0,72032.0
21049,37035.0,36895.0,36992.0,37304.0
21051,20312.0,20161.0,19874.0,19648.0
21053,9232.0,9282.0,9139.0,9148.0
21055,9003.0,8944.0,8991.0,8974.0
21057,5856.0,5900.0,5969.0,6000.0
21059,103405.0,103089.0,103189.0,103458.0
21061,12152.0,12237.0,12302.0,12448.0
21063,7334.0,7361.0,7292.0,7245.0
21065,14161.0,14086.0,14024.0,13936.0
21067,322627.0,320519.0,320281.0,320154.0
21069,15101.0,15265.0,15278.0,15442.0
21071,35798.0,35304.0,34918.0,34423.0
21073,51594.0,51714.0,51548.0,51644.0
21075,6511.0,6487.0,6371.0,6338.0
21077,8673.0,8763.0,8773.0,8792.0
21079,16963.0,17366.0,17566.0,17829.0
21081,25015.0,25292.0,25474.0,25619.0
21083,36528.0,36673.0,36493.0,36461.0
21085,26460.0,26583.0,26643.0,26825.0
21087,11132.0,11325.0,11392.0,11468.0
21089,35877.0,35643.0,35375.0,35221.0
21091,9101.0,9073.0,9027.0,8920.0
21093,110829.0,111878.0,111743.0,112273.0
21095,26754.0,26150.0,25652.0,25324.0
21097,18719.0,18957.0,19105.0,19415.0
21099,19290.0,19477.0,19594.0,19724.0
21101,44678.0,44418.0,44032.0,44119.0
21103,15698.0,15708.0,15760.0,15973.0
21105,4529.0,4426.0,4434.0,4447.0
21107,45369.0,45189.0,44926.0,44929.0
21109,12963.0,12980.0,12989.0,13104.0
21111,782845.0,777251.0,773095.0,772144.0
21113,53024.0,53603.0,54236.0,55017.0
21115,22648.0,22548.0,22235.0,22116.0
21117,169271.0,169698.0,170280.0,171321.0
21119,14158.0,14032.0,13847.0,13659.0
21121,30185.0,30025.0,29773.0,29794.0
21123,14873.0,15027.0,15150.0,15303.0
21125,62727.0,62580.0,62879.0,63296.0
21127,16303.0,16284.0,16097.0,16000.0
21129,7368.0,7462.0,7273.0,7293.0
21131,10468.0,10280.0,10049.0,9864.0
21133,21465.0,21224.0,20827.0,20423.0
21135,13087.0,12991.0,12937.0,12973.0
21137,24255.0,24295.0,24419.0,24776.0
21139,8871.0,8980.0,8968.0,8892.0
21141,27513.0,27804.0,27856.0,28283.0
21143,8679.0,8435.0,9099.0,9187.0
21145,67917.0,67546.0,67366.0,67428.0
21147,16840.0,16804.0,16783.0,17050.0
21149,9136.0,9122.0,9107.0,9054.0
21151,92993.0,93474.0,95151.0,96735.0
21153,11603.0,11489.0,11348.0,11228.0
21155,19592.0,19739.0,19748.0,19834.0
21157,31691.0,31829.0,31790.0,31744.0
21159,11253.0,11165.0,11096.0,10928.0
21161,17133.0,16960.0,16903.0,16841.0
21163,30026.0,30119.0,30010.0,30131.0
21165,6146.0,6185.0,6236.0,6286.0
21167,22655.0,22860.0,22900.0,23097.0
21169,10288.0,10391.0,10408.0,10482.0
21171,11319.0,11260.0,11353.0,11306.0
21173,28112.0,28230.0,28357.0,28527.0
21175,13735.0,13689.0,14146.0,14283.0
21177,30894.0,30323.0,30696.0,30568.0
21179,46779.0,47127.0,47359.0,47730.0
21181,7541.0,7733.0,7786.0,7686.0
21183,23747.0,23744.0,23496.0,23626.0
21185,67693.0,68238.0,69444.0,70183.0
21187,11301.0,11298.0,11294.0,11313.0
21189,4032.0,3974.0,3958.0,4001.0
21191,14648.0,14635.0,14703.0,14810.0
21193,28367.0,27927.0,27367.0,27133.0
21195,58441.0,57416.0,56317.0,55973.0
21197,13093.0,13086.0,13041.0,12972.0
21199,65116.0,65571.0,65767.0,66191.0
21201,2184.0,2257.0,2247.0,2313.0
21203,16059.0,16134.0,16225.0,16190.0
21205,24722.0,24569.0,24372.0,24409.0
21207,18002.0,18172.0,18185.0,18279.0
21209,57531.0,58316.0,59077.0,60168.0
21211,48244.0,48588.0,48842.0,49515.0
21213,19633.0,19734.0,19948.0,20195.0
21215,19511.0,19887.0,20212.0,20531.0
21217,26000.0,26187.0,26396.0,26443.0
21219,12288.0,12301.0,12394.0,12494.0
21221,14078.0,14220.0,14348.0,14369.0
21223,8460.0,8549.0,8527.0,8607.0
21225,13652.0,13254.0,13104.0,13106.0
21227,135028.0,137225.0,140046.0,142229.0
21229,12043.0,12080.0,12060.0,12267.0
21231,19539.0,19535.0,19634.0,19580.0
21233,13018.0,12852.0,12739.0,12726.0
21235,36698.0,36761.0,36908.0,36825.0
21237,6559.0,6507.0,6416.0,6282.0
21239,26904.0,27082.0,27053.0,27268.0
22001,57478.0,57217.0,56725.0,56489.0
22003,22687.0,22588.0,22287.0,22112.0
22005,126978.0,128571.0,130485.0,131632.0
22007,20963.0,20696.0,20463.0,20160.0
22009,39646.0,39261.0,38715.0,38408.0
22011,36605.0,36668.0,36624.0,36827.0
22013,12913.0,12779.0,12612.0,12366.0
22015,128721.0,129323.0,129153.0,129795.0
22017,236945.0,232658.0,228934.0,226386.0
22019,216481.0,204914.0,202288.0,203761.0
22021,9615.0,9576.0,9493.0,9389.0
22023,5623.0,5094.0,4896.0,4768.0
22025,8844.0,8721.0,8604.0,8414.0
22027,14103.0,14043.0,13849.0,13670.0
22029,18569.0,18348.0,18026.0,17688.0
22031,26845.0,26949.0,26856.0,27114.0
22033,455899.0,453596.0,450091.0,448467.0
22035,7397.0,7229.0,6939.0,6829.0
22037,19456.0,19373.0,19208.0,19229.0
22039,32297.0,32213.0,32033.0,31754.0
22041,19713.0,19609.0,19358.0,19285.0
22043,22149.0,22256.0,22040.0,21911.0
22045,70055.0,69325.0,68320.0,67659.0
22047,30064.0,29747.0,29613.0,29617.0
22049,14998.0,14900.0,14816.0,14746.0
22051,439725.0,434134.0,426030.0,421777.0
22053,32210.0,32373.0,31929.0,31553.0
22055,242145.0,244880.0,247714.0,249750.0
22057,97454.0,97599.0,95751.0,95056.0
22059,14823.0,14842.0,14821.0,14800.0
22061,48309.0,48110.0,47980.0,47962.0
22063,142834.0,146121.0,148056.0,150145.0
22065,9927.0,9801.0,9480.0,9246.0
22067,25465.0,25021.0,24414.0,23955.0
22069,37387.0,36973.0,36648.0,36291.0
22071,383241.0,377346.0,369917.0,364136.0
22073,160111.0,158866.0,157704.0,157568.0
22075,23460.0,23310.0,22618.0,22386.0
22077,20673.0,20346.0,20212.0,20000.0
22079,129651.0,128626.0,127028.0,126260.0
22081,7582.0,7505.0,7465.0,7356.0
22083,20026.0,19856.0,19784.0,19712.0
22085,22099.0,22096.0,21974.0,21906.0
22087,43856.0,44324.0,44419.0,44463.0
22089,52513.0,52470.0,51058.0,50620.0
22091,10898.0,10903.0,10789.0,10774.0
22093,20120.0,19794.0,19388.0,19191.0
22095,42366.0,42109.0,39955.0,39592.0
22097,82314.0,82191.0,81679.0,81464.0
22099,51634.0,51562.0,51249.0,51057.0
22101,49142.0,48219.0,47819.0,47055.0
22103,265000.0,270147.0,273237.0,275583.0
22105,133654.0,135488.0,136799.0,138064.0
22107,4107.0,4024.0,3814.0,3764.0
22109,109405.0,108955.0,104632.0,103616.0
22111,21092.0,21001.0,20729.0,20650.0
22113,56956.0,56874.0,56953.0,56992.0
22115,48622.0,48022.0,46870.0,46250.0
22117,45357.0,45198.0,44991.0,44865.0
22119,36883.0,35938.0,35527.0,35238.0
22121,27262.0,27798.0,28034.0,28266.0
22123,9696.0,9583.0,9481.0,9323.0
22125,15259.0,15495.0,15396.0,15371.0
22127,13720.0,13493.0,13251.0,13216.0
23001,111175.0,112732.0,113225.0,113765.0
23003,67063.0,67075.0,67322.0,67351.0
23005,303585.0,306107.0,308837.0,310230.0
23007,29468.0,30258.0,30595.0,30828.0
23009,55511.0,56355.0,56549.0,56526.0
23011,124712.0,125752.0,126535.0,127259.0
23013,40654.0,41069.0,41179.0,40977.0
23017,57898.0,58692.0,59458.0,59905.0
23019,152169.0,153359.0,154728.0,155312.0
23021,16808.0,17217.0,17403.0,17486.0
23023,36732.0,37170.0,37372.0,37513.0
23025,50473.0,50782.0,51118.0,51302.0
23027,39658.0,39978.0,40255.0,40620.0
23029,31088.0,31192.0,31527.0,31555.0
23031,212260.0,215025.0,216950.0,218586.0
24001,67960.0,67687.0,67266.0,67273.0
24003,589106.0,592085.0,593347.0,594582.0
24005,853387.0,850691.0,845986.0,844703.0
24009,92915.0,94233.0,94559.0,94728.0
24011,33270.0,33429.0,33427.0,33593.0
24013,172941.0,174313.0,175472.0,176639.0
24015,103800.0,104056.0,104870.0,105672.0
24017,166741.0,168927.0,170111.0,171973.0
24019,32530.0,32594.0,32583.0,32879.0
24021,272786.0,280647.0,287540.0,293391.0
24023,28798.0,28758.0,28588.0,28423.0
24025,261230.0,263302.0,263815.0,264644.0
24027,332814.0,335328.0,335366.0,336001.0
24029,19120.0,19244.0,19295.0,19303.0
24031,1060904.0,1056193.0,1053067.0,1058474.0
24033,965365.0,956451.0,946980.0,947430.0
