,hospital_id,name,address,status,ownership_information,city_id
101,0172435046,ST. VINCENT'S CHILTON,2030 LAY DAM ROAD,OPEN,PROPRIETARY,1840006157
102,0009035235,ST. VINCENT'S EAST,50 MEDICAL PARK EAST DRIVE,OPEN,NON-PROFIT,1840006507
103,0011635125,ST. VINCENT'S ST.CLAIR,7063 VETERANS PARKWAY,OPEN,PROPRIETARY,1840014771
104,0011336201,STRINGFELLOW MEMORIAL HOSPITAL,"301 EAST 18TH STREET, PO BOX 38",OPEN,PROPRIETARY,1840006563
105,0195436278,TANNER MEDICAL CENTER - EAST ALABAMA,1032 MAIN STREET SOUTH,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840005602
106,0011536532,THOMAS HOSPITAL,"750 MORPHY AVENUE, PO DRAWER 929",OPEN,NON-PROFIT,1840002039
107,0196784234,THOMASVILLE REGIONAL MEDICAL CENTER,300 MEDICAL PARK DRIVE,OPEN,PROPRIETARY,1840015849
108,0011736081,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840005558
109,0004535401,TUSCALOOSA VA MEDICAL CENTER,3701 LOOP ROAD EAST,OPEN,NOT AVAILABLE,1840005563
110,0000635233,UAB CALLAHAN EYE HOSPITAL AUTHORITY,1720 UNIVERSITY BOULEVARD,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840006507
111,0001935806,UNITY PSYCHIATRIC CARE - HUNTSVILLE,5315 MILLENNIUM DRIVE,OPEN,PROPRIETARY,1840005061
112,0011935233,UNIVERSITY OF ALABAMA HOSPITAL,619 SOUTH NINETEENTH STREET,OPEN,GOVERNMENT - STATE,1840006507
113,0090736604,USA HEALTH CHILDREN'S AND WOMEN'S HOSPITAL,1700 CENTER STREET,OPEN,GOVERNMENT - STATE,1840006009
114,0009836617,USA HEALTH UNIVERSITY HOSPITAL,2451 FILLINGIM STREET,OPEN,GOVERNMENT - STATE,1840006009
115,0009936701,VAUGHAN REGIONAL MEDICAL CENTER - PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,OPEN,PROPRIETARY,1840008329
116,0012035502,WALKER BAPTIST MEDICAL CENTER,"3400 HIGHWAY 78, EAST, PO BOX 3547",OPEN,PROPRIETARY,1840003778
117,0012236518,WASHINGTON COUNTY HOSPITAL,"14600 ST STEPHENS AVENUE, PO BOX 1299",OPEN,GOVERNMENT - LOCAL,1840001112
118,0091836732,WHITFIELD REGIONAL HOSPITAL,105 US HIGHWAY 80 EAST,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840014897
119,0010836340,WIREGRASS MEDICAL CENTER,1200 WEST MAPLE AVENUE,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840003161
120,0000899508,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,OPEN,PROPRIETARY,1840023385
121,0001799801,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,OPEN,GOVERNMENT - FEDERAL,1840023306
122,0000699669,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,OPEN,NON-PROFIT,1840023415
123,0001299701,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES ST,OPEN,NON-PROFIT,1840023463
124,0002499645,MAT - SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,OPEN,PROPRIETARY,1840023379
125,0196784305,MAT - SU REGIONAL OUTPATIENT CENTER,950 E BOGARD,OPEN,NOT AVAILABLE,1840023371
126,0001099508,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DR,OPEN,NON-PROFIT,1840023385
127,0004799503,ST. ELIAS SPECIALTY HOSPITAL,4800 CORDOVA ST,OPEN,PROPRIETARY,1840023385
128,0000199508,ALASKA PSYCHIATRIC INSTITUTE,3700 PIPER ST,OPEN,GOVERNMENT - STATE,1840023385
129,0000299508,NORTH STAR HOSPITAL,2530 DEBARR RD,OPEN,PROPRIETARY,1840023385
130,0004699508,NORTH STAR HOSPITAL - CHRIS KYLE PATRIOTS HOSPITAL,1650 SOUTH BRAGAW ST,OPEN,PROPRIETARY,1840023385
131,0196784306,NORTH STAR HOSPITAL - RESIDENTIAL TREATMENT CENTER,1500 DEBARR CIRCLE,OPEN,NOT AVAILABLE,1840023385
132,0002199574,CORDOVA COMMUNITY MEDICAL CENTER,602 CHASE AVE,OPEN,GOVERNMENT - LOCAL,1840023402
133,0196784307,KANAKANAK - BRISTOL BAY,6000 KANAKANAK RD,OPEN,NOT AVAILABLE,1840023279
134,0000499901,KETCHIKAN MEDICAL CENTER,3100 TONGASS AVE,OPEN,NON-PROFIT,1840023270
135,0002399762,NORTON SOUND REGIONAL HOSPITAL,1000 GREG KRUSCHEK AVE,OPEN,NON-PROFIT,1840023510
136,0002599833,PETERSBURG MEDICAL CENTER,103 FRAM ST,OPEN,GOVERNMENT - LOCAL,1840023308
137,0001699615,PROVIDENCE KODIAK ISLAND MEDICAL CENTER,1915 E REZANOF DR,OPEN,NON-PROFIT,1840023301
138,0000599664,PROVIDENCE SEWARD MEDICAL AND CARE CENTER,417 FIRST AVE,OPEN,NON-PROFIT,1840023423
139,0002699686,PROVIDENCE VALDEZ MEDICAL CENTER,911 MEALS AVE,OPEN,GOVERNMENT - LOCAL,1840023396
140,0060599723,SAMUEL SIMMONDS MEMORIAL HOSPITAL,7000 UULA ST,OPEN,GOVERNMENT - FEDERAL,1840023481
141,0000399603,SOUTH PENINSULA HOSPITAL,4300 BARTLETT ST,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840023419
142,0001999929,WRANGELL MEDICAL CENTER - SEARHC,310 BENNETT ST,OPEN,GOVERNMENT - LOCAL,1840000416
143,0060399588,CROSS ROAD MEDICAL CENTER,"187 GLENN HWY, PO BOX 5",OPEN,NOT AVAILABLE,1840023387
144,0196784308,ILIULIUK FAMILY AND HEALTH SERVICES INC,"34 LAVELLE CT, PO BOX 144",OPEN,NOT AVAILABLE,1840023260
145,0006985016,PHOENIX CHILDREN'S HOSPITAL,1919 EAST THOMAS ROAD,OPEN,NON-PROFIT,1840020568
146,0016285297,PHOENIX CHILDREN'S HOSPITAL - MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,OPEN,NOT AVAILABLE,1840021947
147,0006785541,BANNER PAYSON MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,OPEN,PROPRIETARY,1840022857
148,0002085602,BENSON HOSPITAL,450 SOUTH OCOTILLO AVENUE,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840019494
149,0002985501,COBRE VALLEY REGIONAL MEDICAL CENTER,5880 SOUTH HOSPITAL DRIVE,OPEN,NON-PROFIT,1840020533
150,0003085603,COPPER QUEEN COMMUNITY HOSPITAL,101 COLE AVENUE,OPEN,NON-PROFIT,1840019495
151,0002285621,HOLY CROSS HOSPITAL,1171 WEST TARGET RANGE ROAD,OPEN,NON-PROFIT,1840020823
152,0005185344,LA PAZ REGIONAL HOSPITAL,1200 WEST MOHAVE ROAD,OPEN,NON-PROFIT,1840022875
153,0005286047,LITTLE COLORADO MEDICAL CENTER,1501 NORTH WILLIAMSON AVENUE,OPEN,NON-PROFIT,1840021583
154,0196784310,NAVAJO HEALTH FOUNDATION,HIGHWAY 264 WEST AND 191 SOUTH,OPEN,NOT AVAILABLE,1840017676
155,0006185643,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC",901 WEST REX ALLEN DRIVE,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840022105
156,0006586040,PAGE HOSPITAL,501 NORTH NAVAJO DRIVE,OPEN,NON-PROFIT,1840020336
157,0009985938,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,118 SOUTH MOUNTAIN AVENUE,OPEN,NON-PROFIT,1840022616
158,0010085390,WICKENBURG COMMUNITY HOSPITAL,520 ROSE LANE,OPEN,NON-PROFIT,1840022916
159,0003185710,CORNERSTONE SPECIALTY HOSPITALS TUCSON,7220 EAST ROSEWOOD STREET,OPEN,PROPRIETARY,1840022101
160,0196784311,CURAHEALTH NORTHWEST PHOENIX,13060 WEST BELL,OPEN,NOT AVAILABLE,1840021941
161,0007085203,"KPC PROMISE HOSPITAL OF PHOENIX, LLC",433 EAST 6TH STREET,OPEN,PROPRIETARY,1840020566
162,0007685013,SELECT SPECIALTY HOSPITAL - PHOENIX,"350 WEST THOMAS ROAD, 3RD FLOOR",OPEN,PROPRIETARY,1840020568
163,0007715006,SELECT SPECIALTY HOSPITAL ARIZONA INC,"1111 EAST MCDOWELL RD, 11TH FLOOR",OPEN,PROPRIETARY,1840020568
164,0004685711,"SELECT SPECIALTY HOSPITAL - TUCSON, LLC",355 NORTH WILMOT ROAD,OPEN,PROPRIETARY,1840022101
165,0000285723,HOSPITAL - 6TH AVENUE,3601 S 6TH AVE,OPEN,GOVERNMENT - FEDERAL,1840022101
166,0066785008,ARIZONA STATE FORENSIC HOSPITAL,501 NORTH 24TH STREET,OPEN,GOVERNMENT - STATE,1840020568
167,0064685008,ARIZONA STATE HOSPITAL,2500 EAST VAN BUREN STREET,OPEN,GOVERNMENT - STATE,1840020568
168,0000785302,AURORA BEHAVIORAL HEALTH SYSTEM,6015 WEST PEORIA AVENUE,OPEN,PROPRIETARY,1840020563
169,0064785283,AURORA BEHAVIORAL HEALTHCARE - TEMPE,6350 SOUTH MAPLE AVENUE,OPEN,NOT AVAILABLE,1840021942
170,0185585374,AVENIR BEHAVIORAL HEALTH CENTER,16561 NORTH PARKVIEW PLACE,OPEN,NOT AVAILABLE,1840021941
171,0001085251,BANNER BEHAVIORAL HEALTH HOSPITAL,7575 EAST EARLL DRIVE,OPEN,NON-PROFIT,1840021940
172,0196784312,COPPER SPRINGS - EAST,3755 SOUTH ROME STREET,OPEN,NOT AVAILABLE,1840021947
173,0014185392,"COPPER SPRINGS HOSPITAL, LLC",10550 WEST MCDOWELL ROAD,OPEN,PROPRIETARY,1840019310
174,0196784179,CORNERSTONE BEHAVIORAL HEALTH EL DORADO,1400 NORTH WILMOT ROAD,OPEN,NOT AVAILABLE,1840022101
175,0193985378,"DESTINY SPRINGS HEALTHCARE, LLC",17300 NORTH DYSART ROAD,OPEN,NOT AVAILABLE,1840021941
176,0003686004,THE GUIDANCE CENTER,2187 NORTH VICKEY STREET,OPEN,NOT AVAILABLE,1840020335
177,0065385007,"HAVEN BEHAVIORAL SERVICES OF PHOENIX, LLC","1201 SOUTH 7TH AVENUE, SUITE 200",OPEN,NOT AVAILABLE,1840020568
178,0196784195,MEDICAL BEHAVIORAL HOSPITAL OF NORTHERN ARIZONA,181 WHIPPLE STREET,OPEN,NOT AVAILABLE,1840020436
179,0066385225,OASIS BEHAVIORAL HEALTH HOSPITAL,"2190 NORTH GRACE BOULEVARD, BUILDING A",OPEN,NOT AVAILABLE,1840019309
180,0066585712,PALO VERDE BEHAVIORAL HEALTH,2695 NORTH CRAYCROFT ROAD,OPEN,NOT AVAILABLE,1840022101
181,0196784313,"PHOENIX MEDICAL PSYCHIATRIC HOSPITAL, LLC",1346 EAST MCDOWELL ROAD,OPEN,NOT AVAILABLE,1840020568
182,0016485027,QUAIL RUN BEHAVIORAL HEALTH,2545 WEST QUAIL AVENUE,OPEN,PROPRIETARY,1840020568
183,0008085704,SONORA BEHAVIORAL HEALTH HOSPITAL,6050 NORTH CORONA ROAD,OPEN,PROPRIETARY,1840022101
184,0008385006,"ST. LUKE'S BEHAVIORAL HOSPITAL, LP",1800 EAST VAN BUREN,OPEN,PROPRIETARY,1840020568
185,0196784314,TALAS HARBOR AT BUCKEYE,1407 SOUTH 9TH AVENUE,OPEN,NOT AVAILABLE,1840020568
186,0196784283,TALAS HARBOR AT BULLHEAD CITY,831 LANDON DRIVE,OPEN,NOT AVAILABLE,1840019748
187,0009385018,VALLEY HOSPITAL,3550 EAST PINCHOT AVENUE,OPEN,PROPRIETARY,1840020568
188,0010186314,WINDHAVEN PSYCHIATRIC HOSPITAL,3347 NORTH WINDSONG DRIVE,OPEN,NON-PROFIT,1840021772
189,0196784315,BANNER REHABILITATION HOSPITAL - PHOENIX,775 EAST WILLETTA STREET,OPEN,NOT AVAILABLE,1840020568
190,0004785381,BANNER REHABILITATION HOSPITAL - WEST,12740 NORTH PLAZA DEL RIO BOULEVARD,OPEN,PROPRIETARY,1840020567
191,0014085378,"COBALT REHABILITATION HOSPITAL IV, LLC",13060 WEST BELL ROAD,OPEN,PROPRIETARY,1840021941
192,0196784181,DIGNITY HEALTH EAST VALLEY REHABILITATION HOSPITAL,1515 WEST CHANDLER BOULEVARD,OPEN,NOT AVAILABLE,1840019309
193,0003985206,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF EAST VALLEY,5652 EAST BASELINE ROAD,OPEN,PROPRIETARY,1840020566
194,0065485704,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTHWEST TUCSON,1921 WEST HOSPITAL DRIVE,OPEN,NOT AVAILABLE,1840022101
